"Age" "Environ" "Cat" "Time" "Electrode" "RF"
"1" "Neonate" "Light" "Cat 1" "2021-01-01" "1" 133.049351895583
"2" "Neonate" "Light" "Cat 1" "2021-01-01" "2" 161.208508531564
"3" "Neonate" "Light" "Cat 1" "2021-01-01" "3" 135.351882500767
"4" "Neonate" "Light" "Cat 1" "2021-01-01" "4" 153.142315694388
"5" "Neonate" "Light" "Cat 1" "2021-01-01" "5" 131.518961721463
"6" "Neonate" "Light" "Cat 1" "2021-01-01" "6" 150.187456135599
"7" "Neonate" "Light" "Cat 1" "2021-01-01" "7" 124.401513219194
"8" "Neonate" "Light" "Cat 1" "2021-01-01" "8" 154.067653221669
"9" "Neonate" "Light" "Cat 1" "2021-01-02" "1" 157.943628082216
"10" "Neonate" "Light" "Cat 1" "2021-01-02" "2" 166.394048185288
"11" "Neonate" "Light" "Cat 1" "2021-01-02" "3" 164.066563385845
"12" "Neonate" "Light" "Cat 1" "2021-01-02" "4" 179.346453855724
"13" "Neonate" "Light" "Cat 1" "2021-01-02" "5" 121.525707589142
"14" "Neonate" "Light" "Cat 1" "2021-01-02" "6" 120.73607475869
"15" "Neonate" "Light" "Cat 1" "2021-01-02" "7" 138.031533779465
"16" "Neonate" "Light" "Cat 1" "2021-01-02" "8" 148.874457123521
"17" "Neonate" "Light" "Cat 1" "2021-01-03" "1" 143.687422935143
"18" "Neonate" "Light" "Cat 1" "2021-01-03" "2" 157.540292864806
"19" "Neonate" "Light" "Cat 1" "2021-01-03" "3" 141.959297229665
"20" "Neonate" "Light" "Cat 1" "2021-01-03" "4" 151.353016238776
"21" "Neonate" "Light" "Cat 1" "2021-01-03" "5" 123.169027152367
"22" "Neonate" "Light" "Cat 1" "2021-01-03" "6" 126.996335355204
"23" "Neonate" "Light" "Cat 1" "2021-01-03" "7" 146.780984632874
"24" "Neonate" "Light" "Cat 1" "2021-01-03" "8" 167.620995481091
"25" "Neonate" "Light" "Cat 1" "2021-01-04" "1" 140.962724825761
"26" "Neonate" "Light" "Cat 1" "2021-01-04" "2" 166.029485769218
"27" "Neonate" "Light" "Cat 1" "2021-01-04" "3" 140.389412983031
"28" "Neonate" "Light" "Cat 1" "2021-01-04" "4" 149.827104343079
"29" "Neonate" "Light" "Cat 1" "2021-01-04" "5" 136.657930160968
"30" "Neonate" "Light" "Cat 1" "2021-01-04" "6" 139.890641064999
"31" "Neonate" "Light" "Cat 1" "2021-01-04" "7" 124.416945721862
"32" "Neonate" "Light" "Cat 1" "2021-01-04" "8" 166.646025771453
"33" "Neonate" "Light" "Cat 1" "2021-01-05" "1" 141.895381924436
"34" "Neonate" "Light" "Cat 1" "2021-01-05" "2" 164.682936650942
"35" "Neonate" "Light" "Cat 1" "2021-01-05" "3" 145.091345130233
"36" "Neonate" "Light" "Cat 1" "2021-01-05" "4" 155.677415797921
"37" "Neonate" "Light" "Cat 1" "2021-01-05" "5" 115.802747529546
"38" "Neonate" "Light" "Cat 1" "2021-01-05" "6" 153.072114078284
"39" "Neonate" "Light" "Cat 1" "2021-01-05" "7" 160.539518591221
"40" "Neonate" "Light" "Cat 1" "2021-01-05" "8" 164.653149254549
"41" "Neonate" "Light" "Cat 1" "2021-01-06" "1" 131.87776356883
"42" "Neonate" "Light" "Cat 1" "2021-01-06" "2" 172.303641666006
"43" "Neonate" "Light" "Cat 1" "2021-01-06" "3" 151.765078777185
"44" "Neonate" "Light" "Cat 1" "2021-01-06" "4" 135.449889084141
"45" "Neonate" "Light" "Cat 1" "2021-01-06" "5" 117.4621440647
"46" "Neonate" "Light" "Cat 1" "2021-01-06" "6" 124.969892076844
"47" "Neonate" "Light" "Cat 1" "2021-01-06" "7" 146.266798742252
"48" "Neonate" "Light" "Cat 1" "2021-01-06" "8" 179.61391266767
"49" "Neonate" "Light" "Cat 1" "2021-01-07" "1" 166.867647789923
"50" "Neonate" "Light" "Cat 1" "2021-01-07" "2" 162.900635151539
"51" "Neonate" "Light" "Cat 1" "2021-01-07" "3" 146.021349579495
"52" "Neonate" "Light" "Cat 1" "2021-01-07" "4" 166.553366538097
"53" "Neonate" "Light" "Cat 1" "2021-01-07" "5" 105.140495806409
"54" "Neonate" "Light" "Cat 1" "2021-01-07" "6" 140.61002188605
"55" "Neonate" "Light" "Cat 1" "2021-01-07" "7" 109.361782233364
"56" "Neonate" "Light" "Cat 1" "2021-01-07" "8" 128.873833353906
"57" "Neonate" "Light" "Cat 1" "2021-01-08" "1" 139.632324560472
"58" "Neonate" "Light" "Cat 1" "2021-01-08" "2" 140.458235354391
"59" "Neonate" "Light" "Cat 1" "2021-01-08" "3" 144.512108055692
"60" "Neonate" "Light" "Cat 1" "2021-01-08" "4" 146.083112349224
"61" "Neonate" "Light" "Cat 1" "2021-01-08" "5" 126.226543416031
"62" "Neonate" "Light" "Cat 1" "2021-01-08" "6" 159.836472327769
"63" "Neonate" "Light" "Cat 1" "2021-01-08" "7" 133.74121429502
"64" "Neonate" "Light" "Cat 1" "2021-01-08" "8" 171.363357938361
"65" "Neonate" "Light" "Cat 1" "2021-01-09" "1" 132.907099131533
"66" "Neonate" "Light" "Cat 1" "2021-01-09" "2" 149.519709936832
"67" "Neonate" "Light" "Cat 1" "2021-01-09" "3" 154.519527636414
"68" "Neonate" "Light" "Cat 1" "2021-01-09" "4" 147.118295900053
"69" "Neonate" "Light" "Cat 1" "2021-01-09" "5" 124.80890300294
"70" "Neonate" "Light" "Cat 1" "2021-01-09" "6" 136.228745511917
"71" "Neonate" "Light" "Cat 1" "2021-01-09" "7" 129.342697686174
"72" "Neonate" "Light" "Cat 1" "2021-01-09" "8" 158.117838020114
"73" "Neonate" "Light" "Cat 1" "2021-01-10" "1" 139.787652869936
"74" "Neonate" "Light" "Cat 1" "2021-01-10" "2" 150.968013934843
"75" "Neonate" "Light" "Cat 1" "2021-01-10" "3" 146.489527519812
"76" "Neonate" "Light" "Cat 1" "2021-01-10" "4" 151.883937775158
"77" "Neonate" "Light" "Cat 1" "2021-01-10" "5" 118.006019555963
"78" "Neonate" "Light" "Cat 1" "2021-01-10" "6" 132.958424816829
"79" "Neonate" "Light" "Cat 1" "2021-01-10" "7" 143.832291882176
"80" "Neonate" "Light" "Cat 1" "2021-01-10" "8" 141.807341088453
"81" "Neonate" "Light" "Cat 1" "2021-01-11" "1" 150.413932741794
"82" "Neonate" "Light" "Cat 1" "2021-01-11" "2" 145.872542719463
"83" "Neonate" "Light" "Cat 1" "2021-01-11" "3" 170.290179897554
"84" "Neonate" "Light" "Cat 1" "2021-01-11" "4" 167.347068334451
"85" "Neonate" "Light" "Cat 1" "2021-01-11" "5" 116.493640111747
"86" "Neonate" "Light" "Cat 1" "2021-01-11" "6" 138.043743637434
"87" "Neonate" "Light" "Cat 1" "2021-01-11" "7" 135.117529009326
"88" "Neonate" "Light" "Cat 1" "2021-01-11" "8" 124.606845521613
"89" "Neonate" "Light" "Cat 1" "2021-01-12" "1" 179.722945057522
"90" "Neonate" "Light" "Cat 1" "2021-01-12" "2" 145.093586849766
"91" "Neonate" "Light" "Cat 1" "2021-01-12" "3" 133.91588448675
"92" "Neonate" "Light" "Cat 1" "2021-01-12" "4" 145.833332182555
"93" "Neonate" "Light" "Cat 1" "2021-01-12" "5" 108.873181952973
"94" "Neonate" "Light" "Cat 1" "2021-01-12" "6" 138.779492437249
"95" "Neonate" "Light" "Cat 1" "2021-01-12" "7" 110.130491209276
"96" "Neonate" "Light" "Cat 1" "2021-01-12" "8" 157.622601839948
"97" "Neonate" "Light" "Cat 1" "2021-01-13" "1" 154.212517776517
"98" "Neonate" "Light" "Cat 1" "2021-01-13" "2" 148.24914864879
"99" "Neonate" "Light" "Cat 1" "2021-01-13" "3" 133.9683784357
"100" "Neonate" "Light" "Cat 1" "2021-01-13" "4" 163.659096851338
"101" "Neonate" "Light" "Cat 1" "2021-01-13" "5" 109.195541905544
"102" "Neonate" "Light" "Cat 1" "2021-01-13" "6" 128.776555153295
"103" "Neonate" "Light" "Cat 1" "2021-01-13" "7" 126.575031565742
"104" "Neonate" "Light" "Cat 1" "2021-01-13" "8" 149.369829192119
"105" "Neonate" "Light" "Cat 1" "2021-01-14" "1" 143.359203031114
"106" "Neonate" "Light" "Cat 1" "2021-01-14" "2" 146.759104430102
"107" "Neonate" "Light" "Cat 1" "2021-01-14" "3" 128.261887909419
"108" "Neonate" "Light" "Cat 1" "2021-01-14" "4" 153.4995175451
"109" "Neonate" "Light" "Cat 1" "2021-01-14" "5" 111.588557617554
"110" "Neonate" "Light" "Cat 1" "2021-01-14" "6" 132.72312295048
"111" "Neonate" "Light" "Cat 1" "2021-01-14" "7" 141.193680401413
"112" "Neonate" "Light" "Cat 1" "2021-01-14" "8" 145.708756116148
"113" "Neonate" "Light" "Cat 1" "2021-01-15" "1" 151.407785411832
"114" "Neonate" "Light" "Cat 1" "2021-01-15" "2" 163.779224433833
"115" "Neonate" "Light" "Cat 1" "2021-01-15" "3" 111.364779396574
"116" "Neonate" "Light" "Cat 1" "2021-01-15" "4" 150.264768575524
"117" "Neonate" "Light" "Cat 1" "2021-01-15" "5" 100.769564694353
"118" "Neonate" "Light" "Cat 1" "2021-01-15" "6" 142.70259202794
"119" "Neonate" "Light" "Cat 1" "2021-01-15" "7" 122.247165862679
"120" "Neonate" "Light" "Cat 1" "2021-01-15" "8" 135.649727179772
"121" "Neonate" "Light" "Cat 1" "2021-01-16" "1" 135.344194153388
"122" "Neonate" "Light" "Cat 1" "2021-01-16" "2" 149.558532234854
"123" "Neonate" "Light" "Cat 1" "2021-01-16" "3" 124.672119033244
"124" "Neonate" "Light" "Cat 1" "2021-01-16" "4" 158.305562169105
"125" "Neonate" "Light" "Cat 1" "2021-01-16" "5" 133.605984831009
"126" "Neonate" "Light" "Cat 1" "2021-01-16" "6" 150.908966591172
"127" "Neonate" "Light" "Cat 1" "2021-01-16" "7" 119.682420019206
"128" "Neonate" "Light" "Cat 1" "2021-01-16" "8" 144.001531747239
"129" "Neonate" "Light" "Cat 1" "2021-01-17" "1" 129.531951362395
"130" "Neonate" "Light" "Cat 1" "2021-01-17" "2" 153.152608609282
"131" "Neonate" "Light" "Cat 1" "2021-01-17" "3" 140.430017223913
"132" "Neonate" "Light" "Cat 1" "2021-01-17" "4" 146.600399772751
"133" "Neonate" "Light" "Cat 1" "2021-01-17" "5" 128.34829948889
"134" "Neonate" "Light" "Cat 1" "2021-01-17" "6" 126.005732476264
"135" "Neonate" "Light" "Cat 1" "2021-01-17" "7" 116.447873332779
"136" "Neonate" "Light" "Cat 1" "2021-01-17" "8" 143.686710343776
"137" "Neonate" "Light" "Cat 1" "2021-01-18" "1" 129.21927638817
"138" "Neonate" "Light" "Cat 1" "2021-01-18" "2" 136.551045096002
"139" "Neonate" "Light" "Cat 1" "2021-01-18" "3" 135.243453218589
"140" "Neonate" "Light" "Cat 1" "2021-01-18" "4" 135.2147074329
"141" "Neonate" "Light" "Cat 1" "2021-01-18" "5" 114.453635965293
"142" "Neonate" "Light" "Cat 1" "2021-01-18" "6" 129.46225313438
"143" "Neonate" "Light" "Cat 1" "2021-01-18" "7" 147.894734952148
"144" "Neonate" "Light" "Cat 1" "2021-01-18" "8" 138.09739766281
"145" "Neonate" "Light" "Cat 1" "2021-01-19" "1" 129.056771435379
"146" "Neonate" "Light" "Cat 1" "2021-01-19" "2" 135.58264621943
"147" "Neonate" "Light" "Cat 1" "2021-01-19" "3" 146.566681044867
"148" "Neonate" "Light" "Cat 1" "2021-01-19" "4" 148.621575877335
"149" "Neonate" "Light" "Cat 1" "2021-01-19" "5" 101.796762906567
"150" "Neonate" "Light" "Cat 1" "2021-01-19" "6" 125.61012543903
"151" "Neonate" "Light" "Cat 1" "2021-01-19" "7" 130.613973958105
"152" "Neonate" "Light" "Cat 1" "2021-01-19" "8" 120.991142977395
"153" "Neonate" "Light" "Cat 1" "2021-01-20" "1" 134.978485931515
"154" "Neonate" "Light" "Cat 1" "2021-01-20" "2" 141.146030004608
"155" "Neonate" "Light" "Cat 1" "2021-01-20" "3" 118.698628778065
"156" "Neonate" "Light" "Cat 1" "2021-01-20" "4" 146.160571137491
"157" "Neonate" "Light" "Cat 1" "2021-01-20" "5" 110.564962340914
"158" "Neonate" "Light" "Cat 1" "2021-01-20" "6" 138.247062071224
"159" "Neonate" "Light" "Cat 1" "2021-01-20" "7" 117.474176345333
"160" "Neonate" "Light" "Cat 1" "2021-01-20" "8" 124.226091314081
"161" "Neonate" "Light" "Cat 1" "2021-01-21" "1" 120.888005326213
"162" "Neonate" "Light" "Cat 1" "2021-01-21" "2" 132.361511791003
"163" "Neonate" "Light" "Cat 1" "2021-01-21" "3" 119.242952432217
"164" "Neonate" "Light" "Cat 1" "2021-01-21" "4" 155.467110969296
"165" "Neonate" "Light" "Cat 1" "2021-01-21" "5" 108.473070800867
"166" "Neonate" "Light" "Cat 1" "2021-01-21" "6" 125.137084738416
"167" "Neonate" "Light" "Cat 1" "2021-01-21" "7" 105.070564373854
"168" "Neonate" "Light" "Cat 1" "2021-01-21" "8" 139.233726653953
"169" "Neonate" "Light" "Cat 2" "2021-01-01" "1" 152.35581215159
"170" "Neonate" "Light" "Cat 2" "2021-01-01" "2" 180.782106095925
"171" "Neonate" "Light" "Cat 2" "2021-01-01" "3" 140.437651990555
"172" "Neonate" "Light" "Cat 2" "2021-01-01" "4" 166.911379134268
"173" "Neonate" "Light" "Cat 2" "2021-01-01" "5" 118.241430966343
"174" "Neonate" "Light" "Cat 2" "2021-01-01" "6" 152.57153540406
"175" "Neonate" "Light" "Cat 2" "2021-01-01" "7" 137.98017172465
"176" "Neonate" "Light" "Cat 2" "2021-01-01" "8" 187.385254919936
"177" "Neonate" "Light" "Cat 2" "2021-01-02" "1" 135.6755470663
"178" "Neonate" "Light" "Cat 2" "2021-01-02" "2" 160.965118135147
"179" "Neonate" "Light" "Cat 2" "2021-01-02" "3" 151.799549575973
"180" "Neonate" "Light" "Cat 2" "2021-01-02" "4" 179.308462359343
"181" "Neonate" "Light" "Cat 2" "2021-01-02" "5" 133.104044872801
"182" "Neonate" "Light" "Cat 2" "2021-01-02" "6" 152.762494921176
"183" "Neonate" "Light" "Cat 2" "2021-01-02" "7" 143.117691457965
"184" "Neonate" "Light" "Cat 2" "2021-01-02" "8" 150.101759848109
"185" "Neonate" "Light" "Cat 2" "2021-01-03" "1" 155.026667778224
"186" "Neonate" "Light" "Cat 2" "2021-01-03" "2" 158.922040104282
"187" "Neonate" "Light" "Cat 2" "2021-01-03" "3" 140.605513716201
"188" "Neonate" "Light" "Cat 2" "2021-01-03" "4" 172.518672959516
"189" "Neonate" "Light" "Cat 2" "2021-01-03" "5" 133.005389525691
"190" "Neonate" "Light" "Cat 2" "2021-01-03" "6" 160.212219560329
"191" "Neonate" "Light" "Cat 2" "2021-01-03" "7" 142.219262003966
"192" "Neonate" "Light" "Cat 2" "2021-01-03" "8" 162.130154866089
"193" "Neonate" "Light" "Cat 2" "2021-01-04" "1" 157.750189231658
"194" "Neonate" "Light" "Cat 2" "2021-01-04" "2" 170.884597222716
"195" "Neonate" "Light" "Cat 2" "2021-01-04" "3" 163.247017378838
"196" "Neonate" "Light" "Cat 2" "2021-01-04" "4" 167.039178765038
"197" "Neonate" "Light" "Cat 2" "2021-01-04" "5" 147.905008486343
"198" "Neonate" "Light" "Cat 2" "2021-01-04" "6" 143.110189660593
"199" "Neonate" "Light" "Cat 2" "2021-01-04" "7" 128.887292841512
"200" "Neonate" "Light" "Cat 2" "2021-01-04" "8" 168.675058406284
"201" "Neonate" "Light" "Cat 2" "2021-01-05" "1" 180.148314223081
"202" "Neonate" "Light" "Cat 2" "2021-01-05" "2" 154.804962013603
"203" "Neonate" "Light" "Cat 2" "2021-01-05" "3" 141.550121146748
"204" "Neonate" "Light" "Cat 2" "2021-01-05" "4" 158.125892473984
"205" "Neonate" "Light" "Cat 2" "2021-01-05" "5" 126.129606724855
"206" "Neonate" "Light" "Cat 2" "2021-01-05" "6" 150.640731809637
"207" "Neonate" "Light" "Cat 2" "2021-01-05" "7" 139.883583892262
"208" "Neonate" "Light" "Cat 2" "2021-01-05" "8" 161.785727198408
"209" "Neonate" "Light" "Cat 2" "2021-01-06" "1" 161.528512548394
"210" "Neonate" "Light" "Cat 2" "2021-01-06" "2" 159.508262373664
"211" "Neonate" "Light" "Cat 2" "2021-01-06" "3" 152.660344910074
"212" "Neonate" "Light" "Cat 2" "2021-01-06" "4" 160.052966264254
"213" "Neonate" "Light" "Cat 2" "2021-01-06" "5" 136.696532998279
"214" "Neonate" "Light" "Cat 2" "2021-01-06" "6" 147.586134721032
"215" "Neonate" "Light" "Cat 2" "2021-01-06" "7" 150.461202809113
"216" "Neonate" "Light" "Cat 2" "2021-01-06" "8" 155.655616241686
"217" "Neonate" "Light" "Cat 2" "2021-01-07" "1" 155.541370812518
"218" "Neonate" "Light" "Cat 2" "2021-01-07" "2" 165.094847802737
"219" "Neonate" "Light" "Cat 2" "2021-01-07" "3" 161.119660064774
"220" "Neonate" "Light" "Cat 2" "2021-01-07" "4" 153.373460588314
"221" "Neonate" "Light" "Cat 2" "2021-01-07" "5" 134.114368020189
"222" "Neonate" "Light" "Cat 2" "2021-01-07" "6" 138.904828178908
"223" "Neonate" "Light" "Cat 2" "2021-01-07" "7" 163.692915450238
"224" "Neonate" "Light" "Cat 2" "2021-01-07" "8" 146.711642138394
"225" "Neonate" "Light" "Cat 2" "2021-01-08" "1" 152.964482318263
"226" "Neonate" "Light" "Cat 2" "2021-01-08" "2" 169.104026838472
"227" "Neonate" "Light" "Cat 2" "2021-01-08" "3" 141.655558422229
"228" "Neonate" "Light" "Cat 2" "2021-01-08" "4" 166.529375546169
"229" "Neonate" "Light" "Cat 2" "2021-01-08" "5" 127.689797360508
"230" "Neonate" "Light" "Cat 2" "2021-01-08" "6" 136.460016399909
"231" "Neonate" "Light" "Cat 2" "2021-01-08" "7" 135.633400332728
"232" "Neonate" "Light" "Cat 2" "2021-01-08" "8" 149.946656281817
"233" "Neonate" "Light" "Cat 2" "2021-01-09" "1" 151.425360581394
"234" "Neonate" "Light" "Cat 2" "2021-01-09" "2" 171.150562681656
"235" "Neonate" "Light" "Cat 2" "2021-01-09" "3" 146.30979884327
"236" "Neonate" "Light" "Cat 2" "2021-01-09" "4" 166.835413201144
"237" "Neonate" "Light" "Cat 2" "2021-01-09" "5" 133.748159791007
"238" "Neonate" "Light" "Cat 2" "2021-01-09" "6" 132.681984397046
"239" "Neonate" "Light" "Cat 2" "2021-01-09" "7" 135.989180632221
"240" "Neonate" "Light" "Cat 2" "2021-01-09" "8" 170.700262853224
"241" "Neonate" "Light" "Cat 2" "2021-01-10" "1" 149.103703920706
"242" "Neonate" "Light" "Cat 2" "2021-01-10" "2" 160.218910345449
"243" "Neonate" "Light" "Cat 2" "2021-01-10" "3" 144.43364974616
"244" "Neonate" "Light" "Cat 2" "2021-01-10" "4" 153.233629221502
"245" "Neonate" "Light" "Cat 2" "2021-01-10" "5" 123.082608222388
"246" "Neonate" "Light" "Cat 2" "2021-01-10" "6" 125.968902221149
"247" "Neonate" "Light" "Cat 2" "2021-01-10" "7" 120.694967893304
"248" "Neonate" "Light" "Cat 2" "2021-01-10" "8" 166.338674757719
"249" "Neonate" "Light" "Cat 2" "2021-01-11" "1" 154.044435341231
"250" "Neonate" "Light" "Cat 2" "2021-01-11" "2" 166.037155605125
"251" "Neonate" "Light" "Cat 2" "2021-01-11" "3" 150.129881701303
"252" "Neonate" "Light" "Cat 2" "2021-01-11" "4" 167.688090488548
"253" "Neonate" "Light" "Cat 2" "2021-01-11" "5" 119.909792955302
"254" "Neonate" "Light" "Cat 2" "2021-01-11" "6" 137.091695426694
"255" "Neonate" "Light" "Cat 2" "2021-01-11" "7" 145.275053813747
"256" "Neonate" "Light" "Cat 2" "2021-01-11" "8" 156.034273565873
"257" "Neonate" "Light" "Cat 2" "2021-01-12" "1" 143.920950373515
"258" "Neonate" "Light" "Cat 2" "2021-01-12" "2" 155.121089675141
"259" "Neonate" "Light" "Cat 2" "2021-01-12" "3" 162.099227954615
"260" "Neonate" "Light" "Cat 2" "2021-01-12" "4" 161.719570932183
"261" "Neonate" "Light" "Cat 2" "2021-01-12" "5" 124.821777269946
"262" "Neonate" "Light" "Cat 2" "2021-01-12" "6" 133.668296256564
"263" "Neonate" "Light" "Cat 2" "2021-01-12" "7" 142.088272681993
"264" "Neonate" "Light" "Cat 2" "2021-01-12" "8" 136.775210201279
"265" "Neonate" "Light" "Cat 2" "2021-01-13" "1" 149.855474474598
"266" "Neonate" "Light" "Cat 2" "2021-01-13" "2" 177.127100124038
"267" "Neonate" "Light" "Cat 2" "2021-01-13" "3" 140.634968928552
"268" "Neonate" "Light" "Cat 2" "2021-01-13" "4" 151.819698151904
"269" "Neonate" "Light" "Cat 2" "2021-01-13" "5" 128.036683276777
"270" "Neonate" "Light" "Cat 2" "2021-01-13" "6" 125.520394505049
"271" "Neonate" "Light" "Cat 2" "2021-01-13" "7" 145.621410273502
"272" "Neonate" "Light" "Cat 2" "2021-01-13" "8" 152.600222411221
"273" "Neonate" "Light" "Cat 2" "2021-01-14" "1" 129.993456760638
"274" "Neonate" "Light" "Cat 2" "2021-01-14" "2" 144.419647990421
"275" "Neonate" "Light" "Cat 2" "2021-01-14" "3" 151.419019768945
"276" "Neonate" "Light" "Cat 2" "2021-01-14" "4" 158.096625059249
"277" "Neonate" "Light" "Cat 2" "2021-01-14" "5" 140.168262867794
"278" "Neonate" "Light" "Cat 2" "2021-01-14" "6" 147.626757574506
"279" "Neonate" "Light" "Cat 2" "2021-01-14" "7" 140.598643335063
"280" "Neonate" "Light" "Cat 2" "2021-01-14" "8" 149.757863619442
"281" "Neonate" "Light" "Cat 2" "2021-01-15" "1" 157.853104103944
"282" "Neonate" "Light" "Cat 2" "2021-01-15" "2" 130.170805845697
"283" "Neonate" "Light" "Cat 2" "2021-01-15" "3" 121.946796870286
"284" "Neonate" "Light" "Cat 2" "2021-01-15" "4" 149.030963316325
"285" "Neonate" "Light" "Cat 2" "2021-01-15" "5" 110.050301521426
"286" "Neonate" "Light" "Cat 2" "2021-01-15" "6" 145.648633961562
"287" "Neonate" "Light" "Cat 2" "2021-01-15" "7" 135.074657343627
"288" "Neonate" "Light" "Cat 2" "2021-01-15" "8" 129.848666371605
"289" "Neonate" "Light" "Cat 2" "2021-01-16" "1" 148.91111389754
"290" "Neonate" "Light" "Cat 2" "2021-01-16" "2" 146.22890685737
"291" "Neonate" "Light" "Cat 2" "2021-01-16" "3" 130.998258814824
"292" "Neonate" "Light" "Cat 2" "2021-01-16" "4" 152.916371627433
"293" "Neonate" "Light" "Cat 2" "2021-01-16" "5" 130.301466878369
"294" "Neonate" "Light" "Cat 2" "2021-01-16" "6" 153.269586621276
"295" "Neonate" "Light" "Cat 2" "2021-01-16" "7" 127.469540246228
"296" "Neonate" "Light" "Cat 2" "2021-01-16" "8" 149.608837510899
"297" "Neonate" "Light" "Cat 2" "2021-01-17" "1" 144.809072655263
"298" "Neonate" "Light" "Cat 2" "2021-01-17" "2" 158.763966202751
"299" "Neonate" "Light" "Cat 2" "2021-01-17" "3" 138.791516060543
"300" "Neonate" "Light" "Cat 2" "2021-01-17" "4" 142.361190416611
"301" "Neonate" "Light" "Cat 2" "2021-01-17" "5" 131.104630773697
"302" "Neonate" "Light" "Cat 2" "2021-01-17" "6" 115.474543633947
"303" "Neonate" "Light" "Cat 2" "2021-01-17" "7" 139.135107738827
"304" "Neonate" "Light" "Cat 2" "2021-01-17" "8" 138.109028298315
"305" "Neonate" "Light" "Cat 2" "2021-01-18" "1" 145.523036400856
"306" "Neonate" "Light" "Cat 2" "2021-01-18" "2" 160.400152708122
"307" "Neonate" "Light" "Cat 2" "2021-01-18" "3" 149.912123817096
"308" "Neonate" "Light" "Cat 2" "2021-01-18" "4" 149.15406819105
"309" "Neonate" "Light" "Cat 2" "2021-01-18" "5" 127.962904254764
